Mois;UIC;Nom gare;Nombre de non-conformites;Nombre d'observations;Taux de conformite
2018-10;87111849;Marne-la-Vallee Chessy;48;665;92.78
2018-10;87113001;Paris Est;33;587;94.38
2018-10;87171926;Champagne-Ardenne TGV;40;531;92.47
2018-10;87182014;Colmar;12;278;95.68
2018-10;87271007;Paris Gare du Nord transmanche;125;1455;91.41
2018-10;87271494;Aeroport Charles de Gaulle 2 TGV;50;537;90.69
2018-10;87300822;Belfort - Montbeliard TGV;32;325;90.15
2018-10;87313874;Amiens;35;481;92.72
2018-10;87384008;Paris Saint-Lazare;40;728;94.51
2018-10;87387001;evreux Normandie;34;279;87.81
2018-10;87391003;Paris Montparnasse Hall 1 & 2;90;1853;95.14
2018-10;87444372;Trouville - Deauville;13;200;93.5
2018-10;87471003;Rennes;46;439;89.52
2018-10;87473009;Saint-Brieuc;22;284;92.25
2018-10;87478107;Saint-Malo;12;267;95.51
2018-10;87478404;Laval;15;342;95.61
2018-10;87543009;Orleans;50;646;92.26
2018-10;87576009;Vierzon;7;499;98.6
2018-10;87611004;Toulouse Matabiau;19;617;96.92
2018-10;87673400;Biarritz;21;359;94.15
2018-10;87686667;Paris Bercy Bourgogne - Pays d'Auvergne;52;652;92.02
2018-10;87722025;Lyon Perrache;37;707;94.77
2018-10;87746008;Annecy;21;388;94.59
2018-10;87756056;Nice;59;741;92.04
2018-10;87773200;Sete;42;383;89.03
2018-10;87781278;Agde;21;236;91.1
2017-11;87271007;Paris Gare du Nord;131;1300;89.92
2017-11;87300863;Besancon Franche-Comte TGV;13;243;94.65
2017-11;87343004;Valenciennes;13;545;97.61
2017-11;87345009;Douai;33;595;94.45
2017-11;87393702;Massy TGV;26;566;95.41
2017-11;87396002;Le Mans;65;674;90.36
2017-11;87474338;Morlaix;23;336;93.15
2017-11;87476606;Vannes;41;359;88.58
2017-11;87478107;Saint-Malo;4;84;95.24
2017-11;87481705;Saint-Nazaire;16;268;94.03
2017-11;87571216;Vendome - Villiers-sur-Loir;37;420;91.19
2017-11;87571240;Saint-Pierre-des-Corps;11;630;98.25
2017-11;87611004;Toulouse Matabiau;12;644;98.14
2017-11;87686006;Paris Gare de Lyon Hall 1 & 2;43;987;95.64
2017-11;87725705;Macon Loche TGV;8;273;97.07
2017-11;87732008;Vichy;11;316;96.52
2017-11;87741009;Chambery - Challes-les-Eaux;53;712;92.56
2017-11;87745000;Bellegarde;23;405;94.32
2017-11;87755447;Les Arcs - Draguignan;38;462;91.77
2017-11;87757625;Cannes;173;831;79.18
2017-11;87757674;Antibes;80;709;88.72
2017-11;87775007;Nimes;27;732;96.31
2018-11;87172007;Charleville-Mezieres;9;736;98.78
2018-11;87182014;Colmar;10;278;96.4
2018-11;87276691;Compiegne;4;168;97.62
2018-11;87313874;Amiens;35;394;91.12
2018-11;87313882;TGV Haute Picardie;31;640;95.16
2018-11;87319012;Aix-en-Provence TGV;82;673;87.82
2018-11;87343004;Valenciennes;12;560;97.86
2018-11;87345009;Douai;36;560;93.57
2018-11;87345025;Lens;38;592;93.58
2018-11;87387001;evreux Normandie;41;251;83.67
2018-11;87476606;Vannes;39;349;88.83
2018-11;87543009;Orleans;24;659;96.36
2018-11;87547000;Paris Austerlitz;84;1001;91.61
2018-11;87576207;Bourges;10;283;96.47
2018-11;87586008;Agen;25;325;92.31
2018-11;87597005;Chateauroux;1;256;99.61
2018-11;87611244;Montauban Ville Bourbon;17;321;94.7
2018-11;87673400;Biarritz;23;356;93.54
2018-11;87686667;Paris Bercy Bourgogne - Pays d'Auvergne;38;653;94.18
2018-11;87757526;Saint-Raphael Valescure;42;792;94.7
2018-11;87757625;Cannes;105;835;87.43
2018-11;87757674;Antibes;99;777;87.26
2018-11;87763029;Valence TGV Rhone-Alpes Sud;61;742;91.78
2018-11;87781104;Narbonne;19;454;95.81
2017-12;87191007;Thionville;9;354;97.46
2017-12;87212027;Strasbourg;33;600;94.5
2017-12;87286005;Lille Flandres;32;644;95.03
2017-12;87345025;Lens;38;518;92.66
2017-12;87391003;Paris Montparnasse Hall 1 & 2;90;1873;95.19
2017-12;87393702;Massy TGV;18;562;96.8
2017-12;87444877;Cherbourg;4;257;98.44
2017-12;87473009;Saint-Brieuc;35;330;89.39
2017-12;87481705;Saint-Nazaire;12;268;95.52
2017-12;87485003;La Rochelle;26;483;94.62
2017-12;87485300;Niort;11;387;97.16
2017-12;87575001;Poitiers;21;553;96.2
2017-12;87575142;Chatellerault;3;231;98.7
2017-12;87581009;Bordeaux Saint-Jean;55;798;93.11
2017-12;87583005;Angouleme;42;486;91.36
2017-12;87584052;Libourne;2;154;98.7
2017-12;87615286;Carcassonne;7;217;96.77
2017-12;87671339;Lourdes;0;219;100.0
2017-12;87722025;Lyon Perrache;10;599;98.33
2017-12;87732008;Vichy;9;241;96.27
2017-12;87755009;Toulon;46;669;93.12
2018-12;87182014;Colmar;14;273;94.87
2018-12;87271494;Aeroport Charles de Gaulle 2 TGV;42;536;92.16
2018-12;87276691;Compiegne;10;278;96.4
2018-12;87300822;Belfort - Montbeliard TGV;19;333;94.29
2018-12;87318964;Avignon TGV;22;500;95.6
2018-12;87384008;Paris Saint-Lazare;61;650;90.62
2018-12;87444000;Caen;43;662;93.5
2018-12;87444372;Trouville - Deauville;19;220;91.36
2018-12;87485003;La Rochelle;21;482;95.64
2018-12;87571000;Tours;8;144;94.44
2018-12;87575142;Chatellerault;5;225;97.78
2018-12;87592006;Limoges Benedictins;10;344;97.09
2018-12;87673004;Bayonne;14;282;95.04
2018-12;87686667;Paris Bercy Bourgogne - Pays d'Auvergne;31;655;95.27
2018-12;87713040;Dijon;77;813;90.53
2018-12;87741009;Chambery - Challes-les-Eaux;35;741;95.28
2018-12;87741728;Moutiers - Salins - Brides-les-Bains;15;300;95.0
2018-12;87743005;Bourg-en-Bresse;15;399;96.24
2018-12;87781104;Narbonne;36;445;91.91
2017-01;87394007;Chartres;9;390;97.69
2017-04;87394007;Chartres;6;291;97.94
2018-04;87394007;Chartres;10;227;95.59
2019-06;87394007;Chartres;17;306;94.44
2017-10;87394007;Chartres;5;194;97.42
2017-11;87394007;Chartres;6;187;96.79
2017-12;87394007;Chartres;4;127;96.85
2017-01;87118000;Troyes;12;323;96.28
2017-01;87191007;Thionville;21;320;93.44
2017-01;87281071;Calais - Frethun;18;586;96.93
2017-01;87313882;TGV Haute Picardie;18;560;96.79
2017-01;87343004;Valenciennes;17;535;96.82
2017-01;87396002;Le Mans;58;680;91.47
2017-01;87411017;Rouen Rive Droite;63;628;89.97
2017-01;87471003;Rennes;20;370;94.59
2017-01;87476200;Auray;22;284;92.25
2017-01;87543017;Les Aubrais;18;258;93.02
2017-01;87575001;Poitiers;18;577;96.88
2017-01;87586008;Agen;50;295;83.05
2017-01;87671339;Lourdes;2;291;99.31
2017-01;87694109;Le Creusot - Montceau-les-Mines - Montchanin TGV;7;315;97.78
2017-01;87722025;Lyon Perrache;18;725;97.52
2017-01;87741728;Moutiers - Salins - Brides-les-Bains;7;150;95.33
2017-01;87757526;Saint-Raphael Valescure;101;712;85.81
2017-01;87781005;Beziers;13;410;96.83
2017-01;87781278;Agde;15;299;94.98
2018-01;87111849;Marne-la-Vallee Chessy;52;679;92.34
2018-01;87141002;Nancy;50;652;92.33
2018-01;87182014;Colmar;9;257;96.5
2018-01;87276691;Compiegne;7;221;96.83
2018-01;87281006;Dunkerque;27;448;93.97
2018-01;87300822;Belfort - Montbeliard TGV;23;328;92.99
2018-01;87313882;TGV Haute Picardie;17;559;96.96
2018-01;87318964;Avignon TGV;24;481;95.01
2018-01;87319012;Aix-en-Provence TGV;64;646;90.09
2018-01;87343004;Valenciennes;16;568;97.18
2018-01;87345009;Douai;38;665;94.29
2018-01;87411017;Rouen Rive Droite;65;748;91.31
2018-01;87413013;Le Havre;9;455;98.02
2018-01;87444000;Caen;28;579;95.16
2018-01;87444877;Cherbourg;8;279;97.13
2018-01;87474098;Quimper;2;71;97.18
2018-01;87481754;La Baule-Escoublac;8;260;96.92
2018-01;87543009;Orleans;31;654;95.26
2018-01;87571000;Tours;19;525;96.38
2018-01;87581009;Bordeaux Saint-Jean;88;1022;91.39
2018-01;87615286;Carcassonne;11;283;96.11
2018-01;87726000;Saint-etienne Chateaucreux;31;365;91.51
2018-01;87732008;Vichy;12;315;96.19
2018-01;87741728;Moutiers - Salins - Brides-les-Bains;26;368;92.93
2018-01;87743005;Bourg-en-Bresse;35;498;92.97
2018-01;87757526;Saint-Raphael Valescure;86;857;89.96
2018-01;87757625;Cannes;157;931;83.14
2018-01;87764001;Montelimar;23;348;93.39
2018-01;87781278;Agde;17;328;94.82
2019-01;87113001;Paris Est;34;593;94.27
2019-01;87171926;Champagne-Ardenne TGV;82;523;84.32
2019-01;87172007;Charleville-Mezieres;12;828;98.55
2019-01;87182014;Colmar;17;252;93.25
2019-01;87223263;Lille Europe;28;653;95.71
2019-01;87271494;Aeroport Charles de Gaulle 2 TGV;41;553;92.59
2019-01;87276691;Compiegne;6;166;96.39
2019-01;87313874;Amiens;21;449;95.32
2019-01;87343004;Valenciennes;23;560;95.89
2019-01;87391003;Paris Montparnasse Hall 1 & 2;88;1870;95.29
2019-01;87413013;Le Havre;14;498;97.19
2019-01;87471003;Rennes;50;634;92.11
2019-01;87474338;Morlaix;9;176;94.89
2019-01;87478107;Saint-Malo;18;342;94.74
2019-01;87485300;Niort;8;273;97.07
2019-01;87543009;Orleans;24;663;96.38
2019-01;87576207;Bourges;6;325;98.15
2019-01;87584052;Libourne;1;307;99.67
2019-01;87672006;Pau;8;431;98.14
2019-01;87673400;Biarritz;14;355;96.06
2019-01;87686006;Paris Gare de Lyon Hall 1 & 2;66;1035;93.62
2019-01;87686667;Paris Bercy Bourgogne - Pays d'Auvergne;30;645;95.35
2019-01;87696005;Nevers;5;303;98.35
2019-01;87722025;Lyon Perrache;19;681;97.21
2019-01;87741793;Bourg-Saint-Maurice;3;79;96.2
2019-01;87743005;Bourg-en-Bresse;8;399;97.99
2019-01;87762906;Lyon Saint-Exupery TGV;24;313;92.33
2019-01;87781278;Agde;28;247;88.66
2019-01;87784009;Perpignan;12;298;95.97
2017-02;87141002;Nancy;64;711;91.0
2017-02;87276691;Compiegne;8;252;96.83
2017-02;87286005;Lille Flandres;36;540;93.33
2017-02;87300822;Belfort - Montbeliard TGV;11;200;94.5
2017-02;87313882;TGV Haute Picardie;12;559;97.85
2017-02;87342014;Arras;45;747;93.98
2017-02;87478107;Saint-Malo;13;355;96.34
2017-02;87484006;Angers Saint-Laud;54;721;92.51
2017-02;87485300;Niort;12;395;96.96
2017-02;87543017;Les Aubrais;13;265;95.09
2017-02;87547000;Paris Austerlitz;33;558;94.09
2017-02;87571216;Vendome - Villiers-sur-Loir;3;210;98.57
2017-02;87575001;Poitiers;19;571;96.67
2017-02;87576207;Bourges;24;292;91.78
2017-02;87615286;Carcassonne;13;426;96.95
2017-02;87673202;Dax;17;348;95.11
2017-02;87686667;Paris Bercy Bourgogne - Pays d'Auvergne;27;642;95.79
2017-02;87718007;Besancon Viotte;37;759;95.13
2017-02;87725705;Macon Loche TGV;0;273;100.0
2017-02;87732008;Vichy;13;347;96.25
2017-02;87734004;Clermont-Ferrand;44;564;92.2
2017-02;87741009;Chambery - Challes-les-Eaux;39;815;95.21
2017-02;87743005;Bourg-en-Bresse;33;488;93.24
2017-02;87746008;Annecy;24;352;93.18
2017-02;87755009;Toulon;47;685;93.14
2017-02;87773200;Sete;18;322;94.41
2017-02;87781005;Beziers;14;406;96.55
2018-02;87141002;Nancy;48;615;92.2
2018-02;87147322;Meuse TGV;22;349;93.7
2018-02;87191007;Thionville;18;332;94.58
2018-02;87271007;Paris Gare du Nord transmanche;137;1280;89.3
2018-02;87286005;Lille Flandres;48;542;91.14
2018-02;87300822;Belfort - Montbeliard TGV;16;338;95.27
2018-02;87313882;TGV Haute Picardie;18;640;97.19
2018-02;87319012;Aix-en-Provence TGV;80;670;88.06
2018-02;87345009;Douai;34;594;94.28
2018-02;87384008;Paris Saint-Lazare;27;622;95.66
2018-02;87444877;Cherbourg;1;245;99.59
2018-02;87474338;Morlaix;11;340;96.76
2018-02;87484006;Angers Saint-Laud;59;725;91.86
2018-02;87571000;Tours;21;525;96.0
2018-02;87571216;Vendome - Villiers-sur-Loir;47;423;88.89
2018-02;87574004;Blois - Chambord;30;252;88.1
2018-02;87575001;Poitiers;26;553;95.3
2018-02;87575142;Chatellerault;5;175;97.14
2018-02;87584052;Libourne;3;306;99.02
2018-02;87594002;Brive-la-Gaillarde;4;360;98.89
2018-02;87726000;Saint-etienne Chateaucreux;38;366;89.62
2018-02;87732008;Vichy;12;318;96.23
2018-02;87734004;Clermont-Ferrand;35;391;91.05
2018-02;87743005;Bourg-en-Bresse;12;380;96.84
2018-02;87762906;Lyon Saint-Exupery TGV;39;372;89.52
2018-02;87764001;Montelimar;22;364;93.96
2019-02;87118000;Troyes;16;140;88.57
2019-02;87172007;Charleville-Mezieres;11;552;98.01
2019-02;87182063;Mulhouse;11;481;97.71
2019-02;87271494;Aeroport Charles de Gaulle 2 TGV;37;516;92.83
2019-02;87281006;Dunkerque;22;388;94.33
2019-02;87286005;Lille Flandres;49;783;93.74
2019-02;87313882;TGV Haute Picardie;26;559;95.35
2019-02;87319012;Aix-en-Provence TGV;119;713;83.31
2019-02;87384008;Paris Saint-Lazare;32;641;95.01
2019-02;87411017;Rouen Rive Droite;50;629;92.05
2019-02;87413013;Le Havre;16;456;96.49
2019-02;87444877;Cherbourg;7;264;97.35
2019-02;87478107;Saint-Malo;34;350;90.29
2019-02;87543009;Orleans;39;660;94.09
2019-02;87723197;Lyon Part Dieu;34;346;90.17
2019-02;87746008;Annecy;23;390;94.1
2019-02;87747006;Grenoble;52;673;92.27
2019-02;87757526;Saint-Raphael Valescure;67;792;91.54
2019-02;87781278;Agde;21;249;91.57
2017-03;87118000;Troyes;15;326;95.4
2017-03;87182014;Colmar;19;275;93.09
2017-03;87182063;Mulhouse;17;503;96.62
2017-03;87271494;Aeroport Charles de Gaulle 2 TGV;45;530;91.51
2017-03;87281006;Dunkerque;29;448;93.53
2017-03;87313874;Amiens;53;626;91.53
2017-03;87319012;Aix-en-Provence TGV;58;674;91.39
2017-03;87342014;Arras;63;830;92.41
2017-03;87391003;Paris Montparnasse Hall 1 & 2;98;1906;94.86
2017-03;87396002;Le Mans;44;659;93.32
2017-03;87411017;Rouen Rive Droite;69;532;87.03
2017-03;87481754;La Baule-Escoublac;16;279;94.27
2017-03;87543017;Les Aubrais;13;300;95.67
2017-03;87547000;Paris Austerlitz;30;544;94.49
2017-03;87576009;Vierzon;13;319;95.92
2017-03;87673202;Dax;18;343;94.75
2017-03;87686667;Paris Bercy Bourgogne - Pays d'Auvergne;22;643;96.58
2017-03;87732008;Vichy;11;349;96.85
2017-03;87734004;Clermont-Ferrand;65;573;88.66
2017-03;87741728;Moutiers - Salins - Brides-les-Bains;17;300;94.33
2017-03;87757674;Antibes;54;800;93.25
2017-03;87781278;Agde;19;297;93.6
2018-03;87111849;Marne-la-Vallee Chessy;53;680;92.21
2018-03;87182014;Colmar;10;340;97.06
2018-03;87286005;Lille Flandres;31;541;94.27
2018-03;87313882;TGV Haute Picardie;13;480;97.29
2018-03;87343004;Valenciennes;18;586;96.93
2018-03;87476002;Lorient Bretagne Sud;49;358;86.31
2018-03;87485300;Niort;29;514;94.36
2018-03;87543017;Les Aubrais;11;253;95.65
2018-03;87547000;Paris Austerlitz;44;595;92.61
2018-03;87571216;Vendome - Villiers-sur-Loir;26;424;93.87
2018-03;87575001;Poitiers;28;565;95.04
2018-03;87611004;Toulouse Matabiau;12;654;98.17
2018-03;87686667;Paris Bercy Bourgogne - Pays d'Auvergne;31;655;95.27
2018-03;87723197;Lyon Part Dieu;36;693;94.81
2018-03;87726000;Saint-etienne Chateaucreux;28;369;92.41
2018-03;87732008;Vichy;11;317;96.53
2018-03;87741009;Chambery - Challes-les-Eaux;48;761;93.69
2018-03;87741728;Moutiers - Salins - Brides-les-Bains;13;300;95.67
2018-03;87751008;Marseille Saint-Charles;80;668;88.02
2018-03;87773200;Sete;30;381;92.13
2018-03;87775007;Nimes;28;724;96.13
2018-03;87781278;Agde;22;255;91.37
2018-03;87784009;Perpignan;25;605;95.87
2019-03;87111849;Marne-la-Vallee Chessy;55;676;91.86
2019-03;87141002;Nancy;45;590;92.37
2019-03;87171926;Champagne-Ardenne TGV;72;616;88.31
2019-03;87182063;Mulhouse;40;594;93.27
2019-03;87281006;Dunkerque;27;420;93.57
2019-03;87300822;Belfort - Montbeliard TGV;20;335;94.03
2019-03;87391003;Paris Montparnasse Hall 1 & 2;81;1879;95.69
2019-03;87393702;Massy TGV;27;634;95.74
2019-03;87474098;Quimper;1;170;99.41
2019-03;87474338;Morlaix;28;361;92.24
2019-03;87481002;Nantes;41;611;93.29
2019-03;87481705;Saint-Nazaire;27;294;90.82
2019-03;87543017;Les Aubrais;11;307;96.42
2019-03;87575142;Chatellerault;5;228;97.81
2019-03;87576009;Vierzon;10;749;98.66
2019-03;87592006;Limoges Benedictins;10;335;97.01
2019-03;87611244;Montauban Ville Bourbon;10;320;96.88
2019-03;87673400;Biarritz;20;369;94.58
2019-03;87688887;Montpellier Sud de France;14;530;97.36
2019-03;87722025;Lyon Perrache;22;611;96.4
2019-03;87725705;Macon Loche TGV;9;325;97.23
2019-03;87732008;Vichy;9;288;96.88
2019-03;87734004;Clermont-Ferrand;31;386;91.97
2019-03;87743005;Bourg-en-Bresse;9;373;97.59
2019-03;87746008;Annecy;22;380;94.21
2017-04;87113001;Paris Est;36;529;93.19
2017-04;87118000;Troyes;14;300;95.33
2017-04;87141002;Nancy;67;638;89.5
2017-04;87147322;Meuse TGV;9;371;97.57
2017-04;87182014;Colmar;13;283;95.41
2017-04;87182063;Mulhouse;19;606;96.86
2017-04;87191007;Thionville;14;303;95.38
2017-04;87271007;Paris Gare du Nord transmanche;146;1271;88.51
2017-04;87271494;Aeroport Charles de Gaulle 2 TGV;62;562;88.97
2017-04;87276691;Compiegne;9;252;96.43
2017-04;87281071;Calais - Frethun;22;658;96.66
2017-04;87286005;Lille Flandres;26;426;93.9
2017-04;87313882;TGV Haute Picardie;20;559;96.42
2017-04;87342014;Arras;27;747;96.39
2017-04;87393702;Massy TGV;11;565;98.05
2017-04;87473009;Saint-Brieuc;12;286;95.8
2017-04;87485003;La Rochelle;29;521;94.43
2017-04;87486019;La Roche-sur-Yon;7;300;97.67
2017-04;87615286;Carcassonne;17;452;96.24
2017-04;87671339;Lourdes;2;320;99.38
2017-04;87686667;Paris Bercy Bourgogne - Pays d'Auvergne;22;646;96.59
2017-04;87713040;Dijon;52;786;93.38
2017-04;87725705;Macon Loche TGV;4;260;98.46
2017-04;87741009;Chambery - Challes-les-Eaux;38;726;94.77
2017-04;87751008;Marseille Saint-Charles;96;678;85.84
2017-04;87755009;Toulon;62;691;91.03
2017-04;87755447;Les Arcs - Draguignan;41;437;90.62
2017-04;87757526;Saint-Raphael Valescure;92;751;87.75
2017-04;87775007;Nimes;27;706;96.18
2018-04;87182014;Colmar;8;267;97.0
2018-04;87182063;Mulhouse;9;531;98.31
2018-04;87384008;Paris Saint-Lazare;30;625;95.2
2018-04;87474338;Morlaix;31;361;91.41
2018-04;87478404;Laval;15;340;95.59
2018-04;87575142;Chatellerault;5;225;97.78
2018-04;87594002;Brive-la-Gaillarde;10;350;97.14
2018-04;87615286;Carcassonne;18;354;94.92
2018-04;87673202;Dax;11;340;96.76
2018-04;87722025;Lyon Perrache;21;656;96.8
2018-04;87734004;Clermont-Ferrand;20;363;94.49
2018-04;87741009;Chambery - Challes-les-Eaux;51;743;93.14
2018-04;87743005;Bourg-en-Bresse;15;388;96.13
2018-04;87757674;Antibes;77;714;89.22
2018-04;87762906;Lyon Saint-Exupery TGV;27;331;91.84
2019-04;87111849;Marne-la-Vallee Chessy;55;699;92.13
2019-04;87118000;Troyes;32;287;88.85
2019-04;87171009;Reims;13;803;98.38
2019-04;87171926;Champagne-Ardenne TGV;54;514;89.49
2019-04;87276691;Compiegne;10;277;96.39
2019-04;87313882;TGV Haute Picardie;29;560;94.82
2019-04;87318964;Avignon TGV;14;392;96.43
2019-04;87342014;Arras;40;756;94.71
2019-04;87345025;Lens;50;813;93.85
2019-04;87384008;Paris Saint-Lazare;40;682;94.13
2019-04;87393702;Massy TGV;23;561;95.9
2019-04;87413013;Le Havre;14;500;97.2
2019-04;87444372;Trouville - Deauville;8;108;92.59
2019-04;87473009;Saint-Brieuc;19;88;78.41
2019-04;87478107;Saint-Malo;18;354;94.92
2019-04;87486019;La Roche-sur-Yon;22;316;93.04
2019-04;87571000;Tours;28;600;95.33
2019-04;87583005;Angouleme;33;359;90.81
2019-04;87584052;Libourne;8;306;97.39
2019-04;87586008;Agen;17;319;94.67
2019-04;87671339;Lourdes;4;320;98.75
2019-04;87672006;Pau;6;326;98.16
2019-04;87686006;Paris Gare de Lyon Hall 1 & 2;80;1039;92.3
2019-04;87686667;Paris Bercy Bourgogne - Pays d'Auvergne;25;653;96.17
2019-04;87688887;Montpellier Sud de France;6;426;98.59
2019-04;87694109;Le Creusot - Montceau-les-Mines - Montchanin TGV;7;303;97.69
2019-04;87732008;Vichy;10;288;96.53
2019-04;87781005;Beziers;19;392;95.15
2017-05;87111849;Marne-la-Vallee Chessy;64;857;92.53
2017-05;87182063;Mulhouse;11;536;97.95
2017-05;87271007;Paris Gare du Nord;135;1318;89.76
2017-05;87313874;Amiens;39;634;93.85
2017-05;87313882;TGV Haute Picardie;10;479;97.91
2017-05;87318964;Avignon TGV;15;515;97.09
2017-05;87319012;Aix-en-Provence TGV;68;675;89.93
2017-05;87345025;Lens;38;518;92.66
2017-05;87413013;Le Havre;7;413;98.31
2017-05;87474007;Brest;23;331;93.05
2017-05;87476200;Auray;21;193;89.12
2017-05;87543017;Les Aubrais;13;267;95.13
2017-05;87575142;Chatellerault;3;203;98.52
2017-05;87576009;Vierzon;24;316;92.41
2017-05;87694109;Le Creusot - Montceau-les-Mines - Montchanin TGV;8;306;97.39
2017-05;87718007;Besancon Viotte;31;653;95.25
2017-05;87726000;Saint-etienne Chateaucreux;30;557;94.61
2017-05;87732008;Vichy;9;348;97.41
2017-05;87734004;Clermont-Ferrand;59;591;90.02
2017-05;87747006;Grenoble;23;669;96.56
2017-05;87762906;Lyon Saint-Exupery TGV;29;281;89.68
2017-05;87764001;Montelimar;18;253;92.89
2017-05;87781005;Beziers;17;423;95.98
2017-05;87781278;Agde;11;277;96.03
2018-05;87111849;Marne-la-Vallee Chessy;41;684;94.01
2018-05;87118000;Troyes;18;276;93.48
2018-05;87141002;Nancy;45;633;92.89
2018-05;87223263;Lille Europe;28;672;95.83
2018-05;87313874;Amiens;33;584;94.35
2018-05;87318964;Avignon TGV;24;540;95.56
2018-05;87342014;Arras;37;664;94.43
2018-05;87384008;Paris Saint-Lazare;34;606;94.39
2018-05;87396002;Le Mans;85;668;87.28
2018-05;87444372;Trouville - Deauville;6;138;95.65
2018-05;87571240;Saint-Pierre-des-Corps;22;498;95.58
2018-05;87575142;Chatellerault;10;231;95.67
2018-05;87581009;Bordeaux Saint-Jean;67;817;91.8
2018-05;87583005;Angouleme;28;477;94.13
2018-05;87592006;Limoges Benedictins;10;338;97.04
2018-05;87597005;Chateauroux;4;409;99.02
2018-05;87611004;Toulouse Matabiau;17;636;97.33
2018-05;87611244;Montauban Ville Bourbon;10;325;96.92
2018-05;87713040;Dijon;44;794;94.46
2018-05;87734004;Clermont-Ferrand;24;486;95.06
2018-05;87743005;Bourg-en-Bresse;13;399;96.74
2018-05;87757526;Saint-Raphael Valescure;72;762;90.55
2018-05;87762906;Lyon Saint-Exupery TGV;28;332;91.57
2018-05;87764001;Montelimar;28;354;92.09
2018-05;87775007;Nimes;24;723;96.68
2018-05;87781278;Agde;25;255;90.2
2019-05;87141002;Nancy;41;638;93.57
2019-05;87192039;Metz Ville;32;537;94.04
2019-05;87271007;Paris Gare du Nord;102;1461;93.02
2019-05;87345025;Lens;49;666;92.64
2019-05;87396002;Le Mans;62;666;90.69
2019-05;87444000;Caen;20;502;96.02
2019-05;87474098;Quimper;7;547;98.72
2019-05;87476002;Lorient Bretagne Sud;13;323;95.98
2019-05;87476200;Auray;9;280;96.79
2019-05;87543009;Orleans;22;667;96.7
2019-05;87547000;Paris Austerlitz;40;583;93.14
2019-05;87583005;Angouleme;44;419;89.5
2019-05;87592006;Limoges Benedictins;11;336;96.73
2019-05;87594002;Brive-la-Gaillarde;10;345;97.1
2019-05;87672006;Pau;10;422;97.63
2019-05;87686667;Paris Bercy Bourgogne - Pays d'Auvergne;26;660;96.06
2019-05;87713040;Dijon;19;305;93.77
2019-05;87718007;Besancon Viotte;38;710;94.65
2019-05;87741793;Bourg-Saint-Maurice;2;69;97.1
2019-05;87745000;Bellegarde;21;514;95.91
2019-05;87746008;Annecy;15;376;96.01
2019-05;87747006;Grenoble;9;253;96.44
2019-05;87757526;Saint-Raphael Valescure;74;792;90.66
2019-05;87773002;Montpellier Saint-Roch;69;733;90.59
2019-05;87781005;Beziers;32;493;93.51
2019-05;87781278;Agde;40;313;87.22
2017-06;87113001;Paris Est;39;558;93.01
2017-06;87141002;Nancy;58;654;91.13
2017-06;87182063;Mulhouse;7;499;98.6
2017-06;87192039;Metz Ville;33;624;94.71
2017-06;87271494;Aeroport Charles de Gaulle 2 TGV;79;540;85.37
2017-06;87276691;Compiegne;18;315;94.29
2017-06;87281071;Calais - Frethun;27;612;95.59
2017-06;87345009;Douai;23;584;96.06
2017-06;87393702;Massy TGV;8;506;98.42
2017-06;87471003;Rennes;17;366;95.36
2017-06;87474338;Morlaix;18;268;93.28
2017-06;87478107;Saint-Malo;37;270;86.3
2017-06;87481705;Saint-Nazaire;19;354;94.63
2017-06;87485300;Niort;18;407;95.58
2017-06;87576207;Bourges;13;342;96.2
2017-06;87583005;Angouleme;32;401;92.02
2017-06;87597005;Chateauroux;16;346;95.38
2017-06;87686006;Paris Gare de Lyon Hall 1 & 2;41;1005;95.92
2017-06;87686667;Paris Bercy Bourgogne - Pays d'Auvergne;19;650;97.08
2017-06;87723197;Lyon Part Dieu;50;743;93.27
2017-06;87746008;Annecy;18;364;95.05
2017-06;87755447;Les Arcs - Draguignan;39;452;91.37
2017-06;87781104;Narbonne;48;447;89.26
2018-06;87313874;Amiens;33;557;94.08
2018-06;87342014;Arras;31;644;95.19
2018-06;87396002;Le Mans;63;675;90.67
2018-06;87476606;Vannes;28;353;92.07
2018-06;87478107;Saint-Malo;18;169;89.35
2018-06;87481705;Saint-Nazaire;10;241;95.85
2018-06;87484006;Angers Saint-Laud;46;680;93.24
2018-06;87547000;Paris Austerlitz;46;594;92.26
2018-06;87575142;Chatellerault;14;174;91.95
2018-06;87576009;Vierzon;8;350;97.71
2018-06;87576207;Bourges;4;276;98.55
2018-06;87611004;Toulouse Matabiau;15;636;97.64
2018-06;87672006;Pau;10;345;97.1
2018-06;87673202;Dax;16;431;96.29
2018-06;87673400;Biarritz;14;361;96.12
2018-06;87686006;Paris Gare de Lyon Hall 1 & 2;61;984;93.8
2018-06;87741793;Bourg-Saint-Maurice;11;157;92.99
2019-06;87113001;Paris Est;30;571;94.75
2019-06;87142109;Lorraine TGV;24;328;92.68
2019-06;87171009;Reims;14;698;97.99
2019-06;87192039;Metz Ville;13;392;96.68
2019-06;87223263;Lille Europe;30;640;95.31
2019-06;87271494;Aeroport Charles de Gaulle 2 TGV;39;511;92.37
2019-06;87300822;Belfort - Montbeliard TGV;14;325;95.69
2019-06;87300863;Besancon Franche-Comte TGV;15;286;94.76
2019-06;87393702;Massy TGV;30;650;95.38
2019-06;87413013;Le Havre;23;519;95.57
